"country,""indicator"",""measure"",""category"",""Unit"",""Date"",""Value"""
"Greece,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1980 12:00:00 AM"",20.4"
"Greece,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1990 12:00:00 AM"",23.4"
"Greece,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2000 12:00:00 AM"",28.6"
"Greece,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2013 12:00:00 AM"",33.7"
"Greece,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",56.2"
"Greece,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",61.9"
"Greece,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",71.7"
"Greece,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",71.4"
"Greece,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1980 12:00:00 AM"",19"
"Greece,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1990 12:00:00 AM"",20.9"
"Greece,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2000 12:00:00 AM"",24.2"
"Greece,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2013 12:00:00 AM"",29.1"
"Greece,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",43"
"Greece,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",45.8"
"Greece,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",48.2"
"Greece,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",51.1"
"Iceland,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1980 12:00:00 AM"",21.3"
"Iceland,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1990 12:00:00 AM"",21.2"
"Iceland,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2000 12:00:00 AM"",22.9"
"Iceland,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2013 12:00:00 AM"",26.4"
"Iceland,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",66.7"
"Iceland,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",67.1"
"Iceland,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",70.3"
"Iceland,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",73.6"
"Iceland,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1980 12:00:00 AM"",18"
"Iceland,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1990 12:00:00 AM"",18"
"Iceland,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2000 12:00:00 AM"",19.6"
"Iceland,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2013 12:00:00 AM"",23"
"Iceland,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",52.1"
"Iceland,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",52.4"
"Iceland,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",56.4"
"Iceland,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",60.9"
"Ireland,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1980 12:00:00 AM"",24.6"
"Ireland,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1990 12:00:00 AM"",25"
"Ireland,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2000 12:00:00 AM"",25.4"
"Ireland,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2013 12:00:00 AM"",26.6"
"Ireland,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",56.2"
"Ireland,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",58.9"
"Ireland,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",64.8"
"Ireland,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",66.4"
"Ireland,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1980 12:00:00 AM"",24.6"
"Ireland,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1990 12:00:00 AM"",25.4"
"Ireland,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2000 12:00:00 AM"",27"
"Ireland,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2013 12:00:00 AM"",26.5"
"Ireland,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",43.6"
"Ireland,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",45.1"
"Ireland,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",50"
"Ireland,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",50.9"
"Israel,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1980 12:00:00 AM"",16.9"
"Israel,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1990 12:00:00 AM"",19.3"
"Israel,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2000 12:00:00 AM"",24.8"
"Israel,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2013 12:00:00 AM"",31"
"Israel,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",50.6"
"Israel,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",54.6"
"Israel,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",58.3"
"Israel,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",60.4"
"Israel,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1980 12:00:00 AM"",13.3"
"Israel,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1990 12:00:00 AM"",15.2"
"Israel,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2000 12:00:00 AM"",19.5"
"Israel,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2013 12:00:00 AM"",26.6"
"Israel,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",45.3"
"Israel,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",49.2"
"Israel,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",52.9"
"Israel,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",52.7"
"Italy,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1980 12:00:00 AM"",27.8"
"Italy,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1990 12:00:00 AM"",29"
"Italy,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2000 12:00:00 AM"",29"
"Italy,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2013 12:00:00 AM"",29.9"
"Italy,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",54.5"
"Italy,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",56.3"
"Italy,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",58.3"
"Italy,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",58.3"
"Italy,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1980 12:00:00 AM"",22"
"Italy,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1990 12:00:00 AM"",23.1"
"Italy,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2000 12:00:00 AM"",23.6"
"Italy,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2013 12:00:00 AM"",24.3"
"Italy,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",38"
"Italy,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",39.2"
"Italy,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",41.6"
"Italy,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",41.4"
"Luxembourg,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1980 12:00:00 AM"",17.3"
"Luxembourg,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1990 12:00:00 AM"",20.1"
"Luxembourg,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2000 12:00:00 AM"",26.5"
"Luxembourg,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2013 12:00:00 AM"",29.3"
"Luxembourg,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",51"
"Luxembourg,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",54"
"Luxembourg,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",56.4"
"Luxembourg,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",58"
"Luxembourg,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1980 12:00:00 AM"",10.6"
"Luxembourg,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1990 12:00:00 AM"",12.4"
"Luxembourg,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2000 12:00:00 AM"",16.9"
"Luxembourg,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2013 12:00:00 AM"",17.7"
"Luxembourg,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",36.3"
"Luxembourg,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",39.3"
"Luxembourg,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",43.1"
"Luxembourg,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",44.4"
"Malta,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1980 12:00:00 AM"",31.2"
"Malta,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1990 12:00:00 AM"",30.9"
"Malta,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2000 12:00:00 AM"",32.9"
"Malta,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2013 12:00:00 AM"",33.6"
"Malta,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",68"
"Malta,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",68.3"
"Malta,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",72"
"Malta,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",74"
"Malta,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1980 12:00:00 AM"",19"
"Malta,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1990 12:00:00 AM"",19.3"
"Malta,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2000 12:00:00 AM"",22.8"
"Malta,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2013 12:00:00 AM"",25.3"
"Malta,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",51"
"Malta,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",51.3"
"Malta,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",55.2"
"Malta,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",57.8"
"Netherlands,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1980 12:00:00 AM"",14.4"
"Netherlands,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1990 12:00:00 AM"",15.2"
"Netherlands,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2000 12:00:00 AM"",16.5"
"Netherlands,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2013 12:00:00 AM"",18.3"
"Netherlands,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",48.9"
"Netherlands,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",50.5"
"Netherlands,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",49.9"
"Netherlands,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",53.2"
"Netherlands,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1980 12:00:00 AM"",14.1"
"Netherlands,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1990 12:00:00 AM"",14.9"
"Netherlands,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2000 12:00:00 AM"",15.3"
"Netherlands,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2013 12:00:00 AM"",16.1"
"Netherlands,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",42.4"
"Netherlands,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",43.1"
"Netherlands,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",40.8"
"Netherlands,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",44.9"
"Norway,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1980 12:00:00 AM"",17.5"
"Norway,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1990 12:00:00 AM"",18.1"
"Norway,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2000 12:00:00 AM"",19.2"
"Norway,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2013 12:00:00 AM"",20.1"
"Norway,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",48.9"
"Norway,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",50.3"
"Norway,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",54.2"
"Norway,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",58.4"
"Norway,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1980 12:00:00 AM"",13.3"
"Norway,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1990 12:00:00 AM"",13.8"
"Norway,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2000 12:00:00 AM"",14.6"
"Norway,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2013 12:00:00 AM"",16"
"Norway,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",39"
"Norway,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",40.6"
"Norway,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",45"
"Norway,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",47.3"
"Portugal,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1980 12:00:00 AM"",19.9"
"Portugal,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1990 12:00:00 AM"",24.7"
"Portugal,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2000 12:00:00 AM"",27.3"
"Portugal,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2013 12:00:00 AM"",28.7"
"Portugal,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",52.4"
"Portugal,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",58.8"
"Portugal,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",61.8"
"Portugal,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",63.8"
"Portugal,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1980 12:00:00 AM"",18"
"Portugal,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1990 12:00:00 AM"",21.8"
"Portugal,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2000 12:00:00 AM"",25.1"
"Portugal,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2013 12:00:00 AM"",27.1"
"Portugal,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",44.1"
"Portugal,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",49.7"
"Portugal,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",52.4"
"Portugal,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",54.6"
"Spain,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1980 12:00:00 AM"",20.2"
"Spain,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1990 12:00:00 AM"",23.9"
"Spain,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2000 12:00:00 AM"",28.3"
"Spain,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2013 12:00:00 AM"",27.6"
"Spain,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",51.5"
"Spain,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",55.5"
"Spain,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",63.4"
"Spain,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",62.3"
"Spain,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1980 12:00:00 AM"",17.6"
"Spain,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1990 12:00:00 AM"",20.2"
"Spain,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2000 12:00:00 AM"",23.3"
"Spain,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2013 12:00:00 AM"",23.8"
"Spain,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",40.8"
"Spain,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",44.2"
"Spain,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",48.1"
"Spain,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",46.5"
"Sweden,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1980 12:00:00 AM"",16.4"
"Sweden,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/1990 12:00:00 AM"",14.3"
"Sweden,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2000 12:00:00 AM"",16.6"
"Sweden,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, <20"",""Percent"",""1/1/2013 12:00:00 AM"",20.4"
"Sweden,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",53.2"
"Sweden,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",53.5"
"Sweden,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",56.6"
"Sweden,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Males, 䊫20"",""Percent"",""1/1/2013 12:00:00 AM"",58.2"
"Sweden,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1980 12:00:00 AM"",17.4"
"Sweden,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/1990 12:00:00 AM"",15"
"Sweden,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2000 12:00:00 AM"",16.9"
"Sweden,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, <20"",""Percent"",""1/1/2013 12:00:00 AM"",19.3"
"Sweden,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1980 12:00:00 AM"",40.6"
"Sweden,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/1990 12:00:00 AM"",41.1"
"Sweden,""Prevalence of overweight and obesity"",""age-adjusted population rate"",""Females, 䊫20"",""Percent"",""1/1/2000 12:00:00 AM"",43.8"
